Sample_ID,Model,System_Prompt,Question,Context,Ground_Truth_Answer,Extract_EN
2136,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Thói quen ăn uống đúng giờ có ích lợi gì trong việc đối phó với sốt cabin?,"Cho dù bạn có thời gian để ăn bất cứ lúc nào hay thức khuya thoả thích thì cũng đừng làm vậy. Thói quen sinh hoạt không lành mạnh này có thể dẫn đến rối loạn ăn uống và giấc ngủ. Khi trở nên trầm trọng, bạn sẽ thấy mệt mỏi, khó chịu và kéo tâm trạng đi xuống. Và bùm, “sốt cabin” xuất hiện!","Ăn uống đúng giờ giúp ngăn ngừa rối loạn ăn uống và giữ sức khỏe tinh thần tốt, giúp giảm nguy cơ bị sốt cabin.",Thói quen ăn uống đúng giờ có thể giúp bạn tránh được tình trạng sốt cabin.
2137,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Những yếu tố nào có thể góp phần gây ra tình trạng lưỡi đen?,"Lưỡi được bao phủ bởi hàng trăm các nhú nhỏ xíu gọi là nhú lưỡi. Thường thì chúng ta sẽ không để ý đến chúng nhưng khi các tế bào chết bắt đầu tập trung trên đỉnh các nhú lưỡi thì các nhú này trông có vẻ dài ra. Các nhú dài này dễ bị nhuộm màu bởi vi khuẩn và các chất khác, làm cho lưỡi bị đen và trông có vẻ lông lá. Vẫn chưa rõ tại sao các tế bào chết trên lưỡi không rụng đi nhưng nó có thể có liên quan đến: - Vệ sinh răng miệng kém. Các tế bào chết dễ tích tụ trên lưỡi nếu bạn không đánh răng và chà lưỡi hay súc miệng thường xuyên.
- Giảm tiết nước bọt. Nước bọt giúp bạn nuốt trôi đi các tế bào chết. Khi bạn không sản xuất đủ nước bọt, các tế bào chết sẽ bám quanh lưỡi của bạn.
- Chế độ ăn nhiều đồ lỏng. Ăn đồ ăn cứng giúp cạo bớt các tế bào chết ra khỏi lưỡi của bạn. Nếu chế độ ăn của bạn chủ yếu là đồ ăn lỏng thì điều này sẽ không xảy ra.
- Tác dụng phụ của thuốc. Một số thuốc có tác dụng phụ là làm khô miệng, khiến tế bào chết dễ tích tụ lại trên các nhú lưỡi hơn.","Lưỡi đen có thể là kết quả của vệ sinh răng miệng kém, giảm tiết nước bọt, chế độ ăn nhiều đồ lỏng hoặc do tác dụng phụ của một số loại thuốc.","Các yếu tố có thể góp phần gây ra tình trạng lưỡi đen bao gồm: Vệ sinh răng miệng kém, giảm tiết nước bọt, chế độ ăn nhiều đồ lỏng và tác dụng phụ của thuốc."
2138,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Bệnh rối loạn chuyển hóa tinh bột là gì?,"Tinh bột này còn có thể gọi là chất xơ. Chất xơ giúp đường ruột hấp thu các chất dinh dưỡng khác dễ dàng hơn nhưng không được cơ thể hấp thu. Chất xơ thường có rất nhiều trong các loại rau xanh, củ,… Tuy nhiên, dù không cung cấp năng lượng, nhưng mỗi ngày chúng ta vẫn cần một lượng nhất định. Các thực phẩm này hỗ trợ cho quá trình tiêu hóa diễn ra thuận lợi và cung cấp vitamin cho cơ thể. Bệnh rối loạn chuyển hóa tinh bột xảy ra do chúng không thể chuyển hóa thành đường carbohydrate. Chúng tích tụ trong cơ thể gây ra bệnh lý và các triệu chứng khác nhau.","Bệnh rối loạn chuyển hóa tinh bột xảy ra khi tinh bột không thể chuyển hóa thành đường carbohydrate, tích tụ trong cơ thể gây ra bệnh lý và các triệu chứng khác nhau.","Bệnh rối loạn chuyển hóa tinh bột là tình trạng cơ thể không thể chuyển hóa thành đường carbohydrate, dẫn đến tích tụ trong cơ thể gây ra bệnh lý và các triệu chứng khác nhau."
2139,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Trình bày các loại phẫu thuật dùng để chữa trị ung thư thanh quản tùy vào kích thước và vị trí khối u.,"Tùy vào kích thước và vị trí khối u mà bác sĩ có thể lựa chọn các loại phẫu thuật khác nhau. Ở giai đoạn sớm, phẫu thuật nhằm mục đích giữ lại các chức năng quan trọng của thanh quản, như phát âm và nuốt. Khi đó có thể lựa chọn phẫu thuật cắt một hoặc hai dây thanh âm. Trong trường hợp ung thư thanh quản tiến triển, phẫu thuật cắt một phần hay toàn bộ thanh quản có thể được thực hiện.","Tùy vào kích thước và vị trí khối u, phẫu thuật cắt thanh quản có thể bao gồm cắt một phần hoặc toàn bộ thanh quản. Ngoài ra, trong trường hợp ung thư thanh quản tiến triển, phẫu thuật cắt một hoặc hai dây thanh âm có thể được cân nhắc.","Các loại phẫu thuật dùng để chữa trị ung thư thanh quản tùy vào kích thước và vị trí khối u bao gồm: phẫu thuật cắt một hoặc hai dây thanh âm, phẫu thuật cắt một phần hay toàn bộ thanh quản."
2140,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Tiền đái tháo đường cảnh báo về nguy cơ mắc bệnh lý nào?,"Tiền đái tháo đường (ĐTĐ), hay còn gọi là tiền tiểu đường, là tình trạng bệnh lý khi nồng độ glucose máu cao hơn mức bình thường, nhưng không thỏa tiêu chí chẩn đoán đái tháo đường. Bao gồm những người có rối loạn đường huyết lúc đói, hoặc rối loạn dung nạp glucose (RLDNG), hoặc HbA1c có giá trị từ 5,7 – 6,4%.",Tiền đái tháo đường cảnh báo về nguy cơ mắc bệnh lý Đái tháo đường nếu không được điều trị kịp thời.,Tiền đái tháo đường cảnh báo về nguy cơ mắc bệnh tiểu đường.
2141,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Điều trị chứng sợ khoảng rộng như thế nào?," Liệu pháp tiếp xúc cũng có thể giúp bạn vượt qua nỗi sợ hãi của chính bản thân bạn. Khi điều trị bằng liệu pháp này, bạn sẽ từ từ trải nghiệm với tình huống khiến bạn sợ hãi. Điều này có thể làm cho nỗi sợ của bạn giảm dần theo thời gian. ",Liệu pháp tiếp xúc là phương pháp điều trị cho chứng sợ khoảng rộng.,Liệu pháp tiếp xúc.
2142,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Xét nghiệm đầu tay của chẩn đoán bệnh suy tuyến yên - thiếu hormon hướng thượng thận là gì?,#NAME?,Xét nghiệm cortisol máu buổi sáng thấp hơn bình thường.,Xét nghiệm đầu tay của chẩn đoán bệnh suy tuyến yên - thiếu hormon hướng thượng thận là xét nghiệm cortisol máu buổi sáng thấp hơn bình thường.
2143,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,"Theo ngữ cảnh, triệu chứng nào được đề cập là dấu hiệu cho thấy bị mắc xương cá?","Nếu bạn bị mắc xương, tự bạn có thể cảm nhận được điều đó ngay. Thường sau khi ăn những thức ăn có xương, bạn sẽ có những cảm giác dưới đây: - Cảm giác khó chịu, nhói nhẹ hay châm chích trong cổ họng.
- Đau nhói ở họng.
- Ho.
- Khó nuốt hoặc đau khi nuốt.
- Khạc ra máu. Khó nuốt là một triệu chứng của hóc xương cá, nhưng đôi khi nó còn là biểu hiện của các bệnh lý. Vậy các bệnh lý gây khó nuốt đó là gì? Cùng tìm hiểu nhé!","Khi bị hóc xương cá, bạn thường có những cảm giác như: khó chịu, nhói nhẹ hay châm chích trong cổ họng, đau nhói ở họng, ho, khó nuốt hoặc đau khi nuốt, khạc ra máu.","Cảm giác khó chịu, nhói nhẹ hay châm chích trong cổ họng."
2144,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Trong trường hợp nào người bệnh viêm mũi dị ứng có thể sử dụng thuốc kháng sinh?,"Điều đầu tiên cần thực hiện là biết mình dị ứng với tác nhân gì? Và cần tránh tiếp xúc với tác nhân đó càng ít càng tốt. Tiếp theo nếu đang trong đợt viêm mũi dị ứng thì có thể sử dụng các thuốc điều trị như nhóm thuốc kháng histamin như clorpheniramin, cetirizin, fexofenadin, loratadin… Lưu ý rằng một số thuốc kháng histamin có thể gây buồn ngủ. Bạn hãy hỏi dược sĩ trước khi sử dụng nếu không muốn rơi vào trạng thái lơ mơ trong những ngày làm việc. Các trường hợp nặng có thể kèm theo hen phế quản thì nên sử dụng thêm nhóm thuốc kháng leucotrien hoặc corticoid. Cần tham khảo ý kiến các bác sĩ để tránh các tác dụng phụ không mong muốn đặc biệt là của thuốc corticoid (prednisolon, methylprednisolon…). Người bệnh cũng không được tự ý ra nhà thuốc mua kháng sinh khi chưa được bác sĩ chỉ định. Vì với các loại viêm mũi do dị ứng thì kháng sinh là không cần thiết, còn có thể gây lờn thuốc/kháng thuốc về sau. Trừ phi tình trạng viêm mũi có nhiễm khuẩn thì mới sử dụng kháng sinh và phải theo chỉ định của bác sĩ.",Người bệnh viêm mũi dị ứng chỉ được sử dụng thuốc kháng sinh khi tình trạng viêm mũi có nhiễm khuẩn và phải theo chỉ định của bác sĩ.,Người bệnh viêm mũi dị ứng có thể sử dụng thuốc kháng sinh khi đang trong đợt viêm mũi dị ứng và không có nhiễm khuẩn.
2145,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Đa thông tư ban đêm (PSG) được thực hiện ở đâu và theo dõi những thông số nào?,"Bác sĩ sẽ hỏi về triệu chứng, tiền sử gia đình và khám tổng trạng sức khoẻ của người bệnh để chẩn đoán. Những thông tin như thuốc đang dùng, bệnh lý trước đây cũng đóng vai trò quan trọng. Ngoài ra, bác sĩ có thể chỉ định một số xét nghiệm để xác định nguyên nhân, chẩn đoán rối loạn. Cũng như loại trừ những nguyên nhân có thể gặp khác. - Thang đo độ buồn ngủ Epworth (ESS). Người bệnh sẽ tự cho điểm về mức độ buồn ngủ của bản thân bằng thang đo này. Qua đó, bác sĩ có thể xác định tình trạng rối loạn giấc ngủ ảnh hưởng như thế nào đến cuộc sống hằng ngày của người bệnh.
- Nhật ký giấc ngủ. Bệnh nhân có thể cần phải ghi lại nhật ký giấc ngủ theo yêu cầu của bác sĩ. Trong nhật ký, người bị rối loạn sẽ ghi lại thời gian ngủ và thức hằng ngày để bác sĩ có thể đánh giá thời gian ngủ và kiểu ngủ.
- Đo đa ký giấc ngủ (PSG). Bệnh nhân sẽ phải ở lại cơ sở y tế qua đêm để làm PSG. Trong quá trình đo đa ký giấc ngủ, máy sẽ theo dõi hoạt động não, chuyển động mắt, cử động chân, nhịp tim, hô hấp và nồng độ oxy khi bệnh nhân đang ngủ.
- Kiểm tra giấc ngủ ngắn ban ngày (Multiple sleep latency test – MSLT). Phương pháp này giúp đo lường mức độ buồn ngủ cũng như dạng và giai đoạn các giấc ngủ vào ban ngày. MSLT thường được thực hiện sau khi đã đo đa ký giấc ngủ.","Đo ký giấc ngủ (PSG) được thực hiện tại cơ sở y tế qua đêm và theo dõi hoạt động não, hoạt động mắt, cử động chân, nhịp tim, hô hấp và nồng độ oxy khi ngủ.","Đa thông tư ban đêm (PSG) được thực hiện ở cơ sở y tế và theo dõi hoạt động não, chuyển động mắt, cử động chân, nhịp tim, hô hấp và nồng độ oxy khi bệnh nhân đang ngủ."
2146,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Điều trị viêm màng não do ký sinh trùng có thể hướng đến mục đích gì?,"Loại viêm màng não này có thể chỉ điều trị các triệu chứng hoặc cố gắng điều trị nhiễm trùng trực tiếp. Viêm màng não do ký sinh trùng có thể tự cải thiện mà không cần dùng kháng sinh, nhưng vẫn có trường hợp trầm trọng hơn.",Điều trị viêm màng não do ký sinh trùng có thể hướng đến mục đích điều trị các triệu chứng hoặc cố gắng điều trị nhiễm trùng trực tiếp.,Điều trị viêm màng não do ký sinh trùng có thể chỉ điều trị các triệu chứng hoặc cố gắng điều trị nhiễm trùng trực tiếp.
2147,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Đau thắt ngực là triệu chứng điển hình nhất của bệnh nào?,"Đau thắt ngực là triệu chứng điển hình nhất của bệnh mạch vành. Các đặc điểm của cơn đau thắt ngực bao gồm: - Cảm giác bó chặt, thắt nghẹt, đè ép;
- Vị trí đau xuất phát ở giữa ngực hoặc vùng ngực bên trái;
- Đau tại chỗ hoặc lan ra hai bên vai, cánh tay, lan lên cổ, hàm.
- Cơn đau có thể ngắn chỉ khoảng 30 giây hay vài phút. Tuy nhiên càng về sau khi bệnh tiến triển, cơn đau càng xuất hiện nhiều và kéo dài hơn, nguy hiểm hơn. Triệu chứng khác có thể xuất hiện kèm theo các cơn đau thắt ngực: Buồn nôn, nôn, khó thở, choáng, đổ mồ hôi… ",Đau thắt ngực là triệu chứng điển hình nhất của bệnh mạch vành.,Đau thắt ngực là triệu chứng điển hình nhất của bệnh mạch vành.
2148,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Mục đích của việc tư vấn di truyền trước khi có con là gì?,"Bạn không thể phòng ngừa bệnh tăng sản thượng thận bẩm sinh cho bản thân vì đây là một tình trạng di truyền. Tuy nhiên, nếu bạn có tiền sử gia đình hoặc bản thân mắc bệnh lý này, và muốn ngăn ngừa tình trạng này cho con của mình. Bạn có thể liên hệ với các chuyên gia để được tư vấn di truyền trước khi có con.",Ngăn ngừa tình trạng tăng sản thượng thận bẩm sinh cho con.,Mục đích của việc tư vấn di truyền trước khi có con là để giúp bạn hiểu rõ về bệnh tăng sản thượng thận bẩm sinh và có cách phòng ngừa tình trạng này cho con của mình.
2149,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Có mấy đường phẫu thuật điều trị u cột sống?,"Chỉ định phẫu thuật thay đổi tùy theo loại u. U cột sống nguyên phát có thể được phẫu thuật cắt bỏ u nguyên khối để có thể điều trị dứt bệnh. Đối với u thứ phát do di căn thì phương pháp điều trị chủ yếu là làm giảm nhẹ để phục hồi và bảo tồn chức năng thần kinh của người bệnh, vững cột sống và giảm đau. Nhìn chung, phương pháp phẫu thuật được cân nhắc với những trường hợp sau: - Bệnh nhân có u di căn tiên lượng chỉ sống hơn 12 tuần hoặc hơn;
- Khối u kháng xạ trị hoặc hóa trị;
- U cột sống gây đau không đáp ứng thuốc;
- Khối u chèn ép tủy;
- Trường hợp có nguy cơ cao bị gãy xương bệnh lý và cần làm vững cột sống. Có 2 đường phẫu thuật điều trị u cột sống. Đường mổ từ phía sau cho phép nhận biết màng cứng và các rễ thần kinh dễ dàng. Có thể giải ép nhiều đốt sống hoặc cố định nhiều liên đốt. Còn đường mổ từ phía trước cho phép tiếp cận các u nằm mặt trước cột sống và tái tạo các chỗ khuyết sau cắt bỏ thân sống hiệu quả hơn. Ngoài ra, đường mổ phía trước cũng giúp đặt các dụng cụ cố định đoạn ngắn dễ dàng hơn.  U cột sống là một bệnh nhuy hiểm. Trên đây YouMed cung cấp cho bạn thông tin cơ bản về bệnh u cột sống. Nếu bạn có các triệu chứng hay có thắc mắc nào thì hãy đến gặp bác sĩ để dược tư vấn và điều trị kịp thời nhé!","Có 2 đường phẫu thuật điều trị u cột sống. Đường mổ từ phía sau cho phép nhận biết màng cứng và các rễ thần kinh dễ dàng. Có thể giải ép nhiều đốt sống hoặc cố định nhiều liên đốt. Còn đường mổ từ phía trước cho phép tiếp cận các u nằm mặt trước cột sống và tái tạo các chỗ khuyết sau cắt bỏ thân sống hiệu quả hơn. Ngoài ra, đường mổ phía trước cũng giúp đặt các dụng cụ cố định đoạn ngắn dễ dàng hơn.",Có 2 đường phẫu thuật điều trị u cột sống.
2150,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Những nguyên nhân nào có thể gây ra mỏi mắt liên quan đến các vấn đề về mắt?,"Mỏi mắt có thể xảy ra sau khi tập trung vào một hoạt động trong khoảng thời gian dài. Một số nguyên nhân thường gặp bao gồm: Sử dụng màn hình kỹ thuật số hằng ngày trong vài giờ mỗi lần. Đây thường là nguyên nhân phổ biến nhất. Lướt internet hoặc đọc tin nhắn văn bản và email có thể làm căng thẳng hệ thống thị giác rất nhiều. Mắt phải căng để đọc các phông chữ nhỏ trong ánh sáng xanh gây khó chịu. Tập trung làm một việc gì đó trong khoảng thời gian dài, chẳng hạn như lái xe hoặc đọc sách. Ở trong môi trường không đủ ánh sáng, quá mờ hoặc quá sáng. Cảm thấy căng thẳng hoặc mệt mỏi. Thị lực kém mà không được điều chỉnh bởi các loại kính điều trị. Bất cứ ai cũng có thể bị mỏi mắt, nhưng các tật về mắt như viễn thị, cận thị, loạn thị… có thể làm tăng nguy cơ. Các vấn đề về mắt như khô mắt. Nếu bạn dễ bị đau đầu, sợ ánh sáng hoặc mắc hội chứng khô mắt, mắt bạn có thể nhạy cảm hơn. Một số nguyên nhân cụ thể đối với mỏi mắt kỹ thuật số là: - Duy trì tư thế xấu khi xem thiết bị kỹ thuật số.
- Không chớp mắt thường xuyên.
- Giữ một thiết bị kỹ thuật số quá xa hoặc quá gần mắt.
- Tiếp xúc với lượng ánh sáng xanh kéo dài. Đó là ánh sáng thường được phát ra từ các thiết bị kỹ thuật số.
- Xem một màn hình mà không có điều chỉnh ánh sáng.","Mỏi mắt liên quan đến các vấn đề về mắt có thể khởi nguồn từ viễn thị, cận thị, loạn thị, hoặc các vấn đề về mắt như khô mắt.","Một số nguyên nhân có thể gây ra mỏi mắt liên quan đến các vấn đề về mắt bao gồm: Sử dụng màn hình kỹ thuật số hằng ngày trong vài giờ mỗi lần, lướt internet hoặc đọc tin nhắn văn bản và email, tập trung làm một việc gì đó trong khoảng thời gian dài, ở trong môi trường không đủ ánh sáng, quá mờ hoặc quá sáng, cảm thấy căng thẳng hoặc mệt mỏi, thị lực kém mà không được điều chỉnh bởi các loại kính điều trị."
2151,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Tỷ lệ khối u thần kinh nội tiết được tìm thấy trong tuyến tụy là bao nhiêu?,"Khoảng 7% khối U thần kinh nội tiết được tìm thấy trong tuyến tụy (ung thư tế bào đảo). Tuyến tụy là cơ quan vừa nội tiết và ngoại tiết. Nó tiết dịch tiêu hóa ( ngoại tiết ), giúp cho quá trình tiêu hóa và hấp thụ thức ăn. Ngoài ra tụy còn tiết hormon điều hòa quá trình tiêu hóa và kiểm soát đường huyết (nội tiết). ",Khoảng 7% khối u thần kinh nội tiết được tìm thấy trong tuyến tụy.,Khoảng 7% khối U thần kinh nội tiết được tìm thấy trong tuyến tụy.
2152,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Tại sao u nang buồng trứng hình thành do rối loạn chức năng buồng trứng?,"Nang noãn nang Bình thường khi noãn phát triển đến giai đoạn “noãn chín” sẽ có hiện tượng phóng noãn, từ đó kết hợp với tinh trùng để tạo thành hợp tử và thai. Tuy nhiên ở một số người, lại xảy ra tình trạng không phóng noãn và tạo thành một nang ở buồng trứng. Đa số các nang này sẽ tự biến mất trong vòng 6 tuần. Nang hoàng thể/nang hoàng tuyến Do bất thường các nồng độ hóc môn trong cơ thể làm phì đại các hoàng thể bình thường thành các nang có kích thước > 3 cm , có thể có chảy máu ở bên trong nhưng thường ít và tự cầm. Nang hoàng tuyến là loại nang hay gặp trong thai kì, có bánh nhau tiết ra quá nhiều bhCG làm kích thích hoàng thể.","Do có noãn nang phát triển bình thường đến noãn chín nhưng không phóng noãn, tạo thành nang ở buồng trứng.","U nang buồng trứng hình thành do rối loạn chức năng buồng trứng là do nồng độ hóc môn trong cơ thể làm phì đại các hoàng thể bình thường thành các nang có kích thước > 3 cm, có thể có chảy máu ở bên trong nhưng thường ít và tự cầm."
2153,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Tuyến giáp có vai trò gì trong cơ thể?,"Tuyến giáp là một tuyến nội tiết quan trọng, có hình con bướm nằm ở đáy của cổ ngay dưới quả táo Adam. Nó sản sinh ra các chất có vai trò giúp điều hòa hoạt động tăng trưởng và phát triển của cơ thể. Đôi khi tuyến giáp phát triển lớn hơn bình thường, cổ bị sưng lên thành hình bướu gọi là bướu cổ. Bướu cổ xảy ra khi chức năng của tuyến giáp bị rối loạn. Các bệnh như cường tuyến giáp trạng, suy tuyến giáp trạng, bướu lành tuyến giáp trạng và đặc biệt là bệnh ung thư tuyến giáp, một bệnh rất nguy hiểm theo đó mà xuất hiện. ",Tuyến giáp là một tuyến nội tiết quan trọng có vai trò giúp điều hòa hoạt động tăng trưởng và phát triển của cơ thể.,Tuyến giáp có vai trò sản sinh ra các chất có vai trò giúp điều hòa hoạt động tăng trưởng và phát triển của cơ thể.
2154,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Bầm tím là triệu chứng phổ biến nào của gãy xương cổ chân?,"Các triệu chứng phổ biến cho gãy xương vùng này bao gồm:1 2 - Đau tức thời và dữ dội.
- Sưng.
- Bầm tím.
- Đau hay khó chịu khi đụng vào.
- Không thể di chuyển được hay di chuyển hạn chế.
- Biến dạng vùng cổ chân.",Bầm tím là một trong những triệu chứng phổ biến của gãy xương vùng cổ chân.,Bầm tím là triệu chứng phổ biến của gãy xương cổ chân.
2155,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,U mềm lây là bệnh lý gì?,"U mềm lây là một bệnh nhiễm trùng do một loại vi rút thuộc nhóm Poxvirus gây nên, biểu hiện là các u mềm, thường nhỏ, nhô cao lên so với bề mặt da, thường có màu trắng hay màu da, nhìn chung thì có vẻ giống như ngọc trai nhưng có lõm ở trung tâm. U mềm lây có thể xuất hiện ở bất kỳ vị trí nào trên cơ thể, kể cả vùng âm đạo. Thông thường u mềm lây có thể tự khỏi trong vòng 6-12 tháng, nhưng có thể mất đến 4 năm để chủng vi rút này biến khỏi người bạn. Không phải lúc nào chúng cũng cần được điều trị nhưng hiện tại có 2 phương pháp chính để chữa tình trạng này là thuốc thoa hoặc thuốc uống, và nếu cần, các bác sĩ cũng có thể loại bỏ các u mềm bằng dụng cụ chuyên dụng.",U mềm lây là bệnh nhiễm trùng do một loại vi rút thuộc nhóm Poxvirus gây nên.,"U mềm lây là một bệnh nhiễm trùng do một loại vi rút thuộc nhóm Poxvirus gây nên, biểu hiện là các u mềm, thường nhỏ, nhô cao lên so với bề mặt da, thường có màu trắng hay màu da, nhìn chung thì có vẻ giống như ngọc trai nhưng có lõm ở trung tâm."
2156,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Có bao nhiêu giai đoạn mà bệnh thận mạn được chia thành?,,Bệnh thận mạn được chia thành 5 giai đoạn.,Bệnh thận mạn được chia thành 3 giai đoạn.
2157,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,"Trong giai đoạn đầu của chiến lược nhiều giai đoạn, bác sĩ sẽ thực hiện những gì?","Trong hầu hết các trường hợp, điều trị bệnh Hirschsprung chủ yếu bằng phẫu thuật.7 Mục đích là để cắt bỏ phần đại tràng hoặc trực tràng không phát triển tế bào hạch thần kinh. Sau đó, nối hai đầu đoạn ruột lành lại với nhau. Nếu trẻ bị sinh non, nhẹ cân, hoặc đang có bệnh lí nặng khác đi kèm, bác sĩ phẫu thuật có thể khuyên cha mẹ rằng cách tiếp cận an toàn hơn là một chiến lược nhiều giai đoạn. Đầu tiên là giai đoạn tạo ra một lỗ thông đại tràng tạm thời hay còn gọi là hậu môn tạm hoặc hậu môn nhân tạo. Trong đó đoạn ruột khỏe mạnh phía dưới cùng, được đưa lên bề mặt của ổ bụng tạo ra lỗ thông. Thông qua lỗ mở này, các chất thải trong ruột được đưa ra ngoài và vào một túi đặc biệt. Sau một thời gian, giai đoạn thứ hai được thực hiện tại thời điểm đó lỗ thông có thể được đóng lại.","Trong giai đoạn đầu của chiến lược nhiều giai đoạn, bác sĩ sẽ tạo ra một lỗ thông đại tràng tạm thời, hay còn gọi là hậu môn tạm hoặc hậu môn nhân tạo.","Trong giai đoạn đầu của chiến lược nhiều giai đoạn, bác sĩ sẽ tạo ra một lỗ thông đại tràng tạm thời hoặc hậu môn nhân tạo, trong đó đoạn ruột khỏe mạnh phía dưới cùng được đưa lên bề mặt của ổ bụng tạo ra lỗ thông."
2158,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Nguyên nhân nào có thể dẫn tới chứng trầm cảm theo mùa?," Nguyên nhân cụ thể của rối loạn cảm xúc theo mùa vẫn chưa được biết. Một số yếu tố làm tăng khả năng mắc bệnh bao gồm:  - Đồng hồ sinh học. Mức độ giảm của ánh sáng mặt trời vào mùa thu và mùa đông có thể gây ra bệnh. Do nó này làm gián đoạn đồng hồ bên trong cơ thể, dẫn đến cảm giác chán nản.
- Nồng độ serotonin. Đây là một chất dẫn truyền thần kinh quan trọng chi phối tới cảm xúc con người. Ánh sáng mặt trời giảm có thể làm giảm serotonin có thể gây ra trầm cảm.
- Nồng độ melatonin. Sự thay đổi trong mùa có thể phá vỡ sự cân bằng của mức độ melatonin của cơ thể, gây ra các rối loạn giấc ngủ và tâm trạng. ","Sự gián đoạn nhịp sinh học là một yếu tố gây ra rối loạn cảm xúc theo mùa, xảy ra khi mức độ giảm của ánh sáng mặt trời vào mùa thu và mùa đông ảnh hưởng đến đồng hồ sinh học.","Nguyên nhân có thể dẫn tới chứng trầm cảm theo mùa là do đồng hồ sinh học, nồng độ serotonin và nồng độ melatonin."
2159,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Đường rò là trường hợp nào đánh giá bệnh nhân được chỉ định phẫu thuật cắt bỏ ống tuyến vú bị giãn?,"Bệnh nhân có chỉ định phẫu thuật cắt bỏ ống vú bị giãn khi: - Núm vú tiết dịch trắng sữa, có màu, máu hoặc dịch tiết loãng.
- Để kéo núm vú tụt ra ngoài.
- Chẩn đoán khối u vú nghi ngờ.
- Áp xe.
- Đường rò.
- Chàm vú (do dịch tiết từ núm vú gây ra).",Khi ống vú hình thành một đường dẫn bất thường đến da.,Đường rò là trường hợp bệnh nhân có chỉ định phẫu thuật cắt bỏ ống tuyến vú bị giãn khi có dấu hiệu chảy dịch tiết từ núm vú gây ra.
2160,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Do đâu mà gây ra viêm phế quản cấp?,"Phế là phổi, quản là cái ống, phế quản là ống dẫn không khí vào trong phổi. Viêm phế quản cấp là tình trạng viêm dẫn đến tổn thương lớp tế bào bề mặt của lòng ống phế quản do tiếp xúc với các tác nhân gây hại từ môi trường bên ngoài gây phù nề, co thắt cơ trơn lớp tế bào này làm tăng tiết dịch nhiều hơn dẫn tới hiện tượng ho, khò khè, có đờm,… Lớp niêm mạc phế quản cấu tạo gồm các tế bào chất nhầy, tế bào có lông bình thường có nhiệm vụ bắt giữ các hạt bụi, các chất độc hại,… và vận chuyển chúng ra khỏi cơ thể.","Viêm phế quản cấp gây ra do các loại vi khuẩn và vi-rút xâm nhập qua đường hô hấp, gây viêm nhiễm ở lớp tế bào bề mặt của lòng ống phế quản.","Viêm phế quản cấp là tình trạng viêm dẫn đến tổn thương lớp tế bào bề mặt của lòng ống phế quản do tiếp xúc với các tác nhân gây hại từ môi trường bên ngoài gây phù nề, co thắt cơ trơn lớp tế bào này làm tăng tiết dịch nhiều hơn dẫn tới hiện tượng ho, khò khè, có đờm,…"
